timestamp,open,high,low,close,volume
2025-10-09,244.4700,244.7600,239.1500,241.5300,27892086
2025-10-08,244.9600,246.0050,243.8200,244.6200,21307104
2025-10-07,248.2700,250.4400,245.5200,245.7600,23181285
2025-10-06,244.7800,251.3200,244.5800,250.4300,28894653
2025-10-03,244.4900,246.3000,241.6550,245.3500,30249559
2025-10-02,245.1500,246.8100,242.3000,245.6900,25483298
2025-10-01,240.7500,246.3000,238.6100,244.9000,31658234
2025-09-30,242.8100,243.2900,239.2450,243.1000,34724346
2025-09-29,247.8500,251.1486,242.7700,244.0500,32505777
2025-09-26,247.0650,249.4200,245.9700,246.5400,18503194
2025-09-25,244.4000,246.4900,240.7400,245.7900,31020383
2025-09-24,251.6600,252.3501,246.4400,247.1400,28201003
2025-09-23,253.0400,254.3600,250.4800,251.6600,26628016
2025-09-22,254.4300,255.7800,250.3000,252.5300,32290538
2025-09-19,253.2500,256.0000,251.8100,254.7200,55571424
2025-09-18,251.6800,253.9900,249.8000,252.0300,31239474
2025-09-17,251.2200,251.6000,246.2800,249.5300,34107992
2025-09-16,252.0800,253.0400,249.4700,251.1600,34109720
2025-09-15,244.6600,252.4099,244.6600,251.6100,58383796
2025-09-12,240.3700,242.0750,238.0000,240.8000,26771610
2025-09-11,239.8800,242.2500,236.2500,240.3700,30599328
2025-09-10,238.9000,241.6600,237.8500,239.1700,35141074
2025-09-09,234.1650,240.4700,233.2290,239.6300,38060959
2025-09-08,235.4700,238.1300,233.6700,234.0400,32474743
2025-09-05,232.2000,235.7600,231.9000,235.0000,46588925
2025-09-04,229.6500,232.3700,226.1100,232.3000,51684167
2025-09-03,226.2100,231.3100,224.7900,230.6600,102090277
2025-09-02,208.4400,211.6750,206.1950,211.3500,47523037
2025-08-29,210.5100,214.6450,210.2000,212.9100,39728364
2025-08-28,207.2500,212.2200,206.9000,211.6400,32339307
2025-08-27,205.7000,208.9100,205.6500,207.4800,23022850
2025-08-26,207.5100,207.8500,205.7000,207.1400,28464130
2025-08-25,206.4300,210.5200,205.2800,208.4900,29928878
2025-08-22,202.7300,208.5400,201.3000,206.0900,42827040
2025-08-21,199.7450,202.4800,199.4300,199.7500,19774633
2025-08-20,200.7300,201.2800,196.5950,199.3200,28955498
2025-08-19,203.0300,203.4400,199.9600,201.5700,24240233
2025-08-18,204.2000,205.2650,202.4900,203.5000,18526594
2025-08-15,203.8500,206.4400,201.2800,203.9000,34931422
2025-08-14,201.5000,204.4400,201.2250,202.9400,25230427
2025-08-13,204.1300,204.5300,197.5101,201.9600,28342922
2025-08-12,201.3650,204.5000,200.5900,203.3400,30424452
2025-08-11,200.9350,201.4750,199.0700,201.0000,25832435
2025-08-08,197.2200,202.6100,197.1700,201.4200,39161826
2025-08-07,197.0600,197.5400,194.3300,196.5200,26321811
2025-08-06,194.5000,196.6300,193.6700,196.0900,21562908
